JobID,aafa7ae2-3108-4959-a52a-af20e3f6891a
11/11/2015,0.0
11/12/2015,4.599999904632568
11/13/2015,5.400000095367432
11/14/2015,0.30000001192092896
11/15/2015,0.0
11/16/2015,0.0
11/17/2015,2.200000047683716
11/18/2015,0.0
11/19/2015,0.699999988079071
11/20/2015,0.0
11/21/2015,0.0
11/22/2015,1.8000000715255737
11/23/2015,0.0
11/24/2015,0.10000000149011612
11/25/2015,11.800000190734863
11/26/2015,0.0
11/27/2015,0.10000000149011612
11/28/2015,0.0
11/29/2015,0.0
11/30/2015,0.800000011920929
12/01/2015,0.10000000149011612
12/02/2015,0.10000000149011612
12/03/2015,0.10000000149011612
12/04/2015,0.0
12/05/2015,0.0
12/06/2015,0.0
12/07/2015,0.0
12/08/2015,0.0
12/09/2015,0.0
12/10/2015,0.6000000238418579
12/11/2015,0.5
12/12/2015,2.5
12/13/2015,0.20000000298023224
12/14/2015,0.10000000149011612
12/15/2015,0.30000001192092896
12/16/2015,0.0
12/17/2015,0.0
12/18/2015,0.0
12/19/2015,0.10000000149011612
12/20/2015,0.0
12/21/2015,0.0
12/22/2015,0.10000000149011612
12/23/2015,0.0
12/24/2015,0.10000000149011612
12/25/2015,0.0
12/26/2015,2.1000001430511475
12/27/2015,16.5
12/28/2015,0.30000001192092896
12/29/2015,0.20000000298023224
12/30/2015,0.10000000149011612
12/31/2015,0.0
01/01/2016,0.0
01/02/2016,0.30000001192092896
01/03/2016,43.5
01/04/2016,12.90000057220459
01/05/2016,0.0
01/06/2016,0.0
01/07/2016,0.0
01/08/2016,0.0
01/09/2016,0.0
01/10/2016,0.0
01/11/2016,0.0
01/12/2016,0.0
01/13/2016,0.0
01/14/2016,0.0
01/15/2016,0.10000000149011612
01/16/2016,0.10000000149011612
01/17/2016,0.0
01/18/2016,0.0
01/19/2016,0.0
01/20/2016,0.0
01/21/2016,0.10000000149011612
01/22/2016,0.10000000149011612
01/23/2016,0.0
01/24/2016,0.0
01/25/2016,0.0
01/26/2016,0.0
01/27/2016,0.0
01/28/2016,0.0
01/29/2016,0.0
01/30/2016,0.0
01/31/2016,0.0
02/01/2016,0.10000000149011612
02/02/2016,0.0
02/03/2016,0.0
02/04/2016,0.0
02/05/2016,0.0
02/06/2016,0.0
02/07/2016,0.0
02/08/2016,0.0
02/09/2016,0.0
02/10/2016,0.10000000149011612
02/11/2016,0.0
02/12/2016,0.0
02/13/2016,0.0
02/14/2016,0.0
02/15/2016,0.0
02/16/2016,0.0
02/17/2016,0.0
02/18/2016,0.0
02/19/2016,0.0
02/20/2016,1.5
02/21/2016,0.9000000357627869
02/22/2016,2.4000000953674316
02/23/2016,0.0
02/24/2016,0.0
02/25/2016,0.0
02/26/2016,0.20000000298023224
02/27/2016,0.10000000149011612
02/28/2016,0.20000000298023224
02/29/2016,1.899999976158142
03/01/2016,4.400000095367432
03/02/2016,0.0
03/03/2016,1.0
03/04/2016,1.0
03/05/2016,0.699999988079071
03/06/2016,0.0
03/07/2016,0.10000000149011612
03/08/2016,0.0
03/09/2016,0.0
03/10/2016,0.0
03/11/2016,0.10000000149011612
03/12/2016,0.0
03/13/2016,0.0
03/14/2016,0.0
03/15/2016,0.10000000149011612
03/16/2016,0.0
03/17/2016,0.10000000149011612
03/18/2016,0.0
03/19/2016,0.0
03/20/2016,0.0
03/21/2016,0.0
03/22/2016,0.0
03/23/2016,0.0
03/24/2016,0.20000000298023224
03/25/2016,0.30000001192092896
03/26/2016,0.0
03/27/2016,0.0
03/28/2016,0.0
03/29/2016,0.10000000149011612
03/30/2016,0.0
03/31/2016,0.0
04/01/2016,0.10000000149011612
04/02/2016,0.0
04/03/2016,0.0
04/04/2016,0.0
04/05/2016,0.10000000149011612
04/06/2016,0.0
04/07/2016,0.0
04/08/2016,0.10000000149011612
04/09/2016,0.0
04/10/2016,0.0
04/11/2016,0.10000000149011612
04/12/2016,0.0
04/13/2016,0.10000000149011612
04/14/2016,0.0
04/15/2016,0.0
04/16/2016,0.0
04/17/2016,0.0
04/18/2016,0.0
04/19/2016,0.0
04/20/2016,0.0
04/21/2016,0.4000000059604645
04/22/2016,0.0
04/23/2016,2.5
04/24/2016,0.4000000059604645
04/25/2016,0.20000000298023224
04/26/2016,0.5
04/27/2016,0.20000000298023224
04/28/2016,0.4000000059604645
04/29/2016,0.30000001192092896
04/30/2016,0.30000001192092896
05/01/2016,0.4000000059604645
05/02/2016,0.0
05/03/2016,0.10000000149011612
05/04/2016,0.10000000149011612
05/05/2016,0.20000000298023224
05/06/2016,0.10000000149011612
05/07/2016,0.0
05/08/2016,0.800000011920929
05/09/2016,0.20000000298023224
05/10/2016,0.10000000149011612
05/11/2016,0.0
05/12/2016,0.10000000149011612
05/13/2016,0.10000000149011612
05/14/2016,0.30000001192092896
05/15/2016,0.0
05/16/2016,0.0
05/17/2016,0.0
05/18/2016,0.0
05/19/2016,0.10000000149011612
05/20/2016,0.0
05/21/2016,0.20000000298023224
05/22/2016,1.0
05/23/2016,0.10000000149011612
05/24/2016,0.0
05/25/2016,0.0
05/26/2016,0.0
05/27/2016,0.30000001192092896
05/28/2016,1.5
05/29/2016,0.699999988079071
05/30/2016,0.0
05/31/2016,0.0
06/01/2016,0.20000000298023224
06/02/2016,0.10000000149011612
06/03/2016,0.0
06/04/2016,0.10000000149011612
06/05/2016,0.0
06/06/2016,0.0
06/07/2016,0.0
06/08/2016,0.5
06/09/2016,0.4000000059604645
06/10/2016,0.0
06/11/2016,0.10000000149011612
06/12/2016,0.5
06/13/2016,0.20000000298023224
06/14/2016,0.10000000149011612
06/15/2016,0.0
06/16/2016,0.0
06/17/2016,0.0
06/18/2016,0.20000000298023224
06/19/2016,0.10000000149011612
06/20/2016,0.0
06/21/2016,0.0
06/22/2016,0.0
06/23/2016,0.0
06/24/2016,0.20000000298023224
06/25/2016,3.299999952316284
06/26/2016,0.0
06/27/2016,0.10000000149011612
06/28/2016,8.90000057220459
06/29/2016,0.0
06/30/2016,23.80000114440918
07/01/2016,0.0
07/02/2016,31.5
07/03/2016,2.5
07/04/2016,3.799999952316284
07/05/2016,0.30000001192092896
07/06/2016,0.0
07/07/2016,0.0
07/08/2016,0.0
07/09/2016,10.300000190734863
07/10/2016,0.0
07/11/2016,0.0
07/12/2016,0.0
07/13/2016,0.0
07/14/2016,0.30000001192092896
07/15/2016,5.700000286102295
07/16/2016,0.0
07/17/2016,0.0
07/18/2016,0.0
07/19/2016,1.399999976158142
07/20/2016,6.5
07/21/2016,15.5
07/22/2016,1.399999976158142
07/23/2016,1.399999976158142
07/24/2016,8.199999809265137
07/25/2016,21.200000762939453
07/26/2016,0.20000000298023224
07/27/2016,1.100000023841858
07/28/2016,0.4000000059604645
07/29/2016,0.0
07/30/2016,1.3000000715255737
07/31/2016,0.800000011920929
08/01/2016,8.199999809265137
08/02/2016,0.0
08/03/2016,0.10000000149011612
08/04/2016,0.0
08/05/2016,0.0
08/06/2016,7.200000286102295
08/07/2016,0.0
08/08/2016,0.0
08/09/2016,0.0
08/10/2016,0.6000000238418579
08/11/2016,10.600000381469727
08/12/2016,4.599999904632568
08/13/2016,21.399999618530273
08/14/2016,0.5
08/15/2016,0.20000000298023224
08/16/2016,62.70000076293945
08/17/2016,0.699999988079071
08/18/2016,6.900000095367432
08/19/2016,1.2000000476837158
08/20/2016,10.0
08/21/2016,4.800000190734863
08/22/2016,54.79999923706055
08/23/2016,0.10000000149011612
08/24/2016,0.0
08/25/2016,0.0
08/26/2016,0.0
08/27/2016,0.800000011920929
08/28/2016,2.1000001430511475
08/29/2016,11.100000381469727
08/30/2016,12.5
08/31/2016,1.0
09/01/2016,60.60000228881836
09/02/2016,1.0
09/03/2016,46.5
09/04/2016,0.10000000149011612
09/05/2016,0.0
09/06/2016,58.10000228881836
09/07/2016,31.0
09/08/2016,0.0
09/09/2016,17.899999618530273
09/10/2016,29.30000114440918
09/11/2016,12.90000057220459
09/12/2016,3.6000001430511475
09/13/2016,22.399999618530273
09/14/2016,0.9000000357627869
09/15/2016,0.0
09/16/2016,3.0
09/17/2016,3.799999952316284
09/18/2016,5.800000190734863
09/19/2016,2.9000000953674316
09/20/2016,17.399999618530273
09/21/2016,0.0
09/22/2016,0.10000000149011612
09/23/2016,1.5
09/24/2016,3.9000000953674316
09/25/2016,81.0999984741211
09/26/2016,1.899999976158142
09/27/2016,34.29999923706055
09/28/2016,63.29999923706055
09/29/2016,0.6000000238418579
09/30/2016,15.300000190734863
10/01/2016,0.0
10/02/2016,0.0
10/03/2016,0.0
10/04/2016,0.0
10/05/2016,0.0
10/06/2016,0.4000000059604645
10/07/2016,0.0
10/08/2016,0.0
10/09/2016,0.0
10/10/2016,0.0
10/11/2016,0.0
10/12/2016,0.0
10/13/2016,0.0
10/14/2016,0.10000000149011612
10/15/2016,0.20000000298023224
10/16/2016,0.10000000149011612
10/17/2016,13.0
10/18/2016,3.1000001430511475
10/19/2016,0.0
10/20/2016,0.0
10/21/2016,0.0
10/22/2016,0.0
10/23/2016,0.0
10/24/2016,0.9000000357627869
10/25/2016,1.100000023841858
10/26/2016,0.0
10/27/2016,0.4000000059604645
10/28/2016,0.10000000149011612
10/29/2016,0.10000000149011612
10/30/2016,0.0
10/31/2016,0.5
11/01/2016,0.0
11/02/2016,0.10000000149011612
11/03/2016,0.30000001192092896
11/04/2016,0.30000001192092896
11/05/2016,5.5
11/06/2016,0.20000000298023224
11/07/2016,0.0
11/08/2016,0.0
11/09/2016,0.0
11/10/2016,0.5
11/11/2016,0.0
11/12/2016,0.0
11/13/2016,0.0
11/14/2016,0.10000000149011612
11/15/2016,0.0
11/16/2016,3.200000047683716
11/17/2016,1.3000000715255737
11/18/2016,0.0
11/19/2016,0.4000000059604645
11/20/2016,0.10000000149011612
11/21/2016,0.0
11/22/2016,0.0
11/23/2016,0.0
11/24/2016,0.699999988079071
11/25/2016,0.0
11/26/2016,0.10000000149011612
11/27/2016,0.4000000059604645
11/28/2016,0.0
11/29/2016,0.30000001192092896
11/30/2016,0.10000000149011612
12/01/2016,0.0
12/02/2016,0.0
12/03/2016,0.10000000149011612
12/04/2016,0.20000000298023224
12/05/2016,0.0
12/06/2016,0.0
12/07/2016,0.0
12/08/2016,0.0
12/09/2016,0.0
12/10/2016,0.0
12/11/2016,0.800000011920929
12/12/2016,0.0
12/13/2016,0.0
12/14/2016,0.10000000149011612
12/15/2016,0.4000000059604645
12/16/2016,0.20000000298023224
12/17/2016,1.2000000476837158
12/18/2016,0.699999988079071
12/19/2016,0.0
12/20/2016,0.10000000149011612
12/21/2016,1.399999976158142
12/22/2016,0.10000000149011612
12/23/2016,0.0
12/24/2016,0.0
12/25/2016,0.0
12/26/2016,0.20000000298023224
12/27/2016,0.0
12/28/2016,0.10000000149011612
12/29/2016,0.0
12/30/2016,0.0
12/31/2016,0.10000000149011612
01/01/2017,0.0
01/02/2017,0.0
01/03/2017,0.0
01/04/2017,0.0
01/05/2017,0.0
01/06/2017,0.0
01/07/2017,0.0
01/08/2017,0.0
01/09/2017,0.30000001192092896
01/10/2017,0.0
01/11/2017,0.10000000149011612
01/12/2017,0.0
01/13/2017,0.0
01/14/2017,0.0
01/15/2017,0.0
01/16/2017,0.0
01/17/2017,0.0
01/18/2017,0.0
01/19/2017,0.0
01/20/2017,0.0
01/21/2017,0.0
01/22/2017,0.0
01/23/2017,0.0
01/24/2017,0.0
01/25/2017,0.0
01/26/2017,0.0
01/27/2017,0.0
01/28/2017,0.0
01/29/2017,0.0
01/30/2017,0.0
01/31/2017,0.0
02/01/2017,0.0
02/02/2017,0.0
02/03/2017,0.0
02/04/2017,0.0
02/05/2017,0.0
02/06/2017,0.0
02/07/2017,0.0
02/08/2017,0.0
02/09/2017,0.0
02/10/2017,0.0
02/11/2017,0.4000000059604645
02/12/2017,0.0
02/13/2017,0.20000000298023224
02/14/2017,0.30000001192092896
02/15/2017,0.0
02/16/2017,0.30000001192092896
02/17/2017,0.0
02/18/2017,0.20000000298023224
02/19/2017,0.10000000149011612
02/20/2017,0.0
02/21/2017,0.10000000149011612
02/22/2017,0.0
02/23/2017,0.0
02/24/2017,0.5
02/25/2017,0.0
02/26/2017,0.20000000298023224
02/27/2017,0.0
02/28/2017,0.0
03/01/2017,0.0
03/02/2017,0.20000000298023224
03/03/2017,0.0
03/04/2017,0.0
03/05/2017,0.0
03/06/2017,0.0
03/07/2017,0.0
03/08/2017,0.0
03/09/2017,0.0
03/10/2017,0.0
03/11/2017,0.0
03/12/2017,0.0
03/13/2017,0.10000000149011612
03/14/2017,0.10000000149011612
03/15/2017,0.10000000149011612
03/16/2017,0.10000000149011612
03/17/2017,0.10000000149011612
03/18/2017,0.10000000149011612
03/19/2017,0.0
03/20/2017,0.10000000149011612
03/21/2017,0.0
03/22/2017,0.0
03/23/2017,0.0
03/24/2017,0.10000000149011612
03/25/2017,0.0
03/26/2017,0.10000000149011612
03/27/2017,0.0
03/28/2017,0.0
03/29/2017,0.10000000149011612
03/30/2017,0.0
03/31/2017,0.0
04/01/2017,0.0
04/02/2017,0.0
04/03/2017,0.10000000149011612
04/04/2017,0.0
04/05/2017,0.0
04/06/2017,0.0
04/07/2017,0.0
04/08/2017,0.0
04/09/2017,0.0
04/10/2017,0.10000000149011612
04/11/2017,0.0
04/12/2017,0.0
04/13/2017,0.0
04/14/2017,0.0
04/15/2017,0.0
04/16/2017,0.0
04/17/2017,0.0
04/18/2017,0.0
04/19/2017,0.0
04/20/2017,0.0
04/21/2017,0.0
04/22/2017,0.0
04/23/2017,0.0
04/24/2017,0.0
04/25/2017,0.0
04/26/2017,0.0
04/27/2017,0.20000000298023224
04/28/2017,0.0
04/29/2017,0.0
04/30/2017,0.0
05/01/2017,0.0
05/02/2017,0.10000000149011612
05/03/2017,0.10000000149011612
05/04/2017,0.0
05/05/2017,0.0
05/06/2017,0.0
05/07/2017,0.0
05/08/2017,0.10000000149011612
05/09/2017,0.0
05/10/2017,0.10000000149011612
05/11/2017,0.0
05/12/2017,0.0
05/13/2017,0.0
05/14/2017,0.0
05/15/2017,0.0
05/16/2017,0.0
05/17/2017,0.0
05/18/2017,0.0
05/19/2017,0.0
05/20/2017,0.0
05/21/2017,0.0
05/22/2017,0.0
05/23/2017,0.0
05/24/2017,1.100000023841858
05/25/2017,0.10000000149011612
05/26/2017,0.10000000149011612
05/27/2017,0.30000001192092896
05/28/2017,5.900000095367432
05/29/2017,0.6000000238418579
05/30/2017,1.8000000715255737
05/31/2017,0.0
06/01/2017,0.0
06/02/2017,0.0
06/03/2017,0.0
06/04/2017,0.10000000149011612
06/05/2017,0.0
06/06/2017,0.0
06/07/2017,0.20000000298023224
06/08/2017,0.0
06/09/2017,0.0
06/10/2017,0.0
06/11/2017,0.0
06/12/2017,0.0
06/13/2017,0.0
06/14/2017,0.0
06/15/2017,0.0
06/16/2017,0.0
06/17/2017,0.0
06/18/2017,0.30000001192092896
06/19/2017,0.0
06/20/2017,0.4000000059604645
06/21/2017,0.0
06/22/2017,11.5
06/23/2017,0.10000000149011612
06/24/2017,0.9000000357627869
06/25/2017,0.0
06/26/2017,0.4000000059604645
06/27/2017,13.100000381469727
06/28/2017,29.899999618530273
06/29/2017,0.10000000149011612
06/30/2017,16.600000381469727
07/01/2017,5.099999904632568
07/02/2017,24.700000762939453
07/03/2017,0.0
07/04/2017,0.0
07/05/2017,0.0
07/06/2017,0.0
07/07/2017,33.79999923706055
07/08/2017,70.70000457763672
07/09/2017,0.4000000059604645
07/10/2017,0.0
07/11/2017,0.0
07/12/2017,14.300000190734863
07/13/2017,39.60000228881836
07/14/2017,17.399999618530273
07/15/2017,1.5
07/16/2017,1.600000023841858
07/17/2017,2.299999952316284
07/18/2017,0.20000000298023224
07/19/2017,5.5
07/20/2017,0.10000000149011612
07/21/2017,34.70000076293945
07/22/2017,1.0
07/23/2017,0.0
07/24/2017,15.0
07/25/2017,7.800000190734863
07/26/2017,0.0
07/27/2017,0.0
07/28/2017,9.699999809265137
07/29/2017,51.20000076293945
07/30/2017,49.79999923706055
07/31/2017,9.5
08/01/2017,0.4000000059604645
08/02/2017,29.5
08/03/2017,20.200000762939453
08/04/2017,0.30000001192092896
08/05/2017,0.10000000149011612
08/06/2017,0.0
08/07/2017,0.800000011920929
08/08/2017,0.30000001192092896
08/09/2017,5.5
08/10/2017,15.300000190734863
08/11/2017,13.699999809265137
08/12/2017,18.5
08/13/2017,84.4000015258789
08/14/2017,1.899999976158142
08/15/2017,0.20000000298023224
08/16/2017,12.0
08/17/2017,3.4000000953674316
08/18/2017,19.600000381469727
08/19/2017,0.0
08/20/2017,17.600000381469727
08/21/2017,0.699999988079071
08/22/2017,8.600000381469727
08/23/2017,61.79999923706055
08/24/2017,15.300000190734863
08/25/2017,1.0
08/26/2017,20.200000762939453
08/27/2017,14.90000057220459
08/28/2017,1.7000000476837158
08/29/2017,0.20000000298023224
08/30/2017,0.10000000149011612
08/31/2017,18.899999618530273
09/01/2017,0.10000000149011612
09/02/2017,0.0
09/03/2017,0.4000000059604645
09/04/2017,0.5
09/05/2017,3.799999952316284
09/06/2017,5.300000190734863
09/07/2017,1.8000000715255737
09/08/2017,3.9000000953674316
09/09/2017,4.400000095367432
09/10/2017,1.7000000476837158
09/11/2017,0.20000000298023224
09/12/2017,0.10000000149011612
09/13/2017,3.799999952316284
09/14/2017,17.899999618530273
09/15/2017,0.0
09/16/2017,0.0
09/17/2017,0.20000000298023224
09/18/2017,5.0
09/19/2017,4.300000190734863
09/20/2017,0.0
09/21/2017,0.0
09/22/2017,0.0
09/23/2017,0.10000000149011612
09/24/2017,18.5
09/25/2017,30.399999618530273
09/26/2017,3.799999952316284
09/27/2017,0.800000011920929
09/28/2017,4.099999904632568
09/29/2017,0.0
09/30/2017,1.3000000715255737
10/01/2017,0.0
10/02/2017,7.599999904632568
10/03/2017,1.100000023841858
10/04/2017,2.4000000953674316
10/05/2017,0.10000000149011612
10/06/2017,0.0
10/07/2017,0.0
10/08/2017,1.0
10/09/2017,0.0
10/10/2017,0.20000000298023224
10/11/2017,0.20000000298023224
10/12/2017,24.600000381469727
10/13/2017,0.9000000357627869
10/14/2017,0.0
10/15/2017,0.0
10/16/2017,5.800000190734863
10/17/2017,0.4000000059604645
10/18/2017,0.0
10/19/2017,0.0
10/20/2017,0.10000000149011612
10/21/2017,0.0
10/22/2017,0.0
10/23/2017,0.0
10/24/2017,0.0
10/25/2017,0.0
10/26/2017,0.0
10/27/2017,0.0
10/28/2017,0.0
10/29/2017,0.10000000149011612
10/30/2017,0.0
10/31/2017,0.0
11/01/2017,0.0
11/02/2017,0.0
11/03/2017,0.10000000149011612
11/04/2017,0.0
11/05/2017,0.10000000149011612
11/06/2017,0.0
11/07/2017,0.4000000059604645
11/08/2017,0.20000000298023224
11/09/2017,0.0
11/10/2017,0.0
11/11/2017,0.0
11/12/2017,0.0
11/13/2017,0.0
11/14/2017,0.0
11/15/2017,0.0
11/16/2017,0.0
11/17/2017,0.30000001192092896
11/18/2017,0.10000000149011612
11/19/2017,0.0
11/20/2017,0.0
11/21/2017,0.0
11/22/2017,0.0
11/23/2017,0.0
11/24/2017,0.0
11/25/2017,0.10000000149011612
11/26/2017,0.0
11/27/2017,0.0
11/28/2017,0.0
11/29/2017,0.0
11/30/2017,0.10000000149011612
12/01/2017,0.0
12/02/2017,0.0
12/03/2017,0.0
12/04/2017,0.0
12/05/2017,0.0
12/06/2017,0.0
12/07/2017,0.0
12/08/2017,0.0
12/09/2017,0.0
12/10/2017,0.0
12/11/2017,0.0
12/12/2017,0.0
12/13/2017,0.0
